HITId,rater,AssignmentId,WorkerId,Input.query,Input.baselineQuery,Input.nlQuery,Input.resultSet,plausibility,typicality,human_like_quality,complexity
3VGZ74AYUTUDUJJVGBXYJE9JN15CG9,A,39RP059MEV7WZ8L43H409JINT4RMB8,A27V9UC6VKDLWR,"SELECT p.""person_id"", p.""birthyear_id"", y.""year"", y.""year_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
WHERE p.""deathhyear_id"" IS NULL OR p.""person_id"" BETWEEN '7501743' AND '7502245' AND p.""birthyear_id"" < '218' OR y.""year_id"" <> '492';","Form the intersection that contains the corresponding entries of the tables person and year. Return the columns person_id, birthyear_id, year and year_id. Only return the data for which deathhyear_id undefined, person_id is is between 7501743 and 7502245, birthyear_id is smaller than '218', year_id doesn't equal '492' is true.   ","Find the person-ids, the birthyear-ids, the years, and the year-ids for all persons with the deathyear-id undefined, the person-id is between 7501743 and 7502245, the birthyear-id is smaller than '218', and the year-id is not '492'.","[{'person_id': 7501279, 'birthyear_id': 415, 'year': 1911, 'year_id': 415}, {'person_id': 7501366, 'birthyear_id': 406, 'year': 1941, 'year_id': 406}, {'person_id': 7501429, 'birthyear_id': 218, 'year': 1983, 'year_id': 218}, {'person_id': 7501666, 'birthyear_id': 396, 'year': 1913, 'year_id': 396}, {'person_id': 7501996, 'birthyear_id': 38, 'year': 1990, 'year_id': 38}, {'person_id': 7502027, 'birthyear_id': 563, 'year': 1934, 'year_id': 563}, {'person_id': 7502062, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502074, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502336, 'birthyear_id': 234, 'year': 1991, 'year_id': 234}, {'person_id': 7502350, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}]",1.0,0.0,0.0,6
3VGZ74AYUTUDUJJVGBXYJE9JN15CG9,B,3Z7EFSHGNNSQ3PCEVO24VK43ITBXCA,A2FXV4DEB2O2K3,"SELECT p.""person_id"", p.""birthyear_id"", y.""year"", y.""year_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
WHERE p.""deathhyear_id"" IS NULL OR p.""person_id"" BETWEEN '7501743' AND '7502245' AND p.""birthyear_id"" < '218' OR y.""year_id"" <> '492';","Form the intersection that contains the corresponding entries of the tables person and year. Return the columns person_id, birthyear_id, year and year_id. Only return the data for which deathhyear_id undefined, person_id is is between 7501743 and 7502245, birthyear_id is smaller than '218', year_id doesn't equal '492' is true.   ","Find the person-ids, the birthyear-ids, the years, and the year-ids for all persons with the deathyear-id undefined, the person-id is between 7501743 and 7502245, the birthyear-id is smaller than '218', and the year-id is not '492'.","[{'person_id': 7501279, 'birthyear_id': 415, 'year': 1911, 'year_id': 415}, {'person_id': 7501366, 'birthyear_id': 406, 'year': 1941, 'year_id': 406}, {'person_id': 7501429, 'birthyear_id': 218, 'year': 1983, 'year_id': 218}, {'person_id': 7501666, 'birthyear_id': 396, 'year': 1913, 'year_id': 396}, {'person_id': 7501996, 'birthyear_id': 38, 'year': 1990, 'year_id': 38}, {'person_id': 7502027, 'birthyear_id': 563, 'year': 1934, 'year_id': 563}, {'person_id': 7502062, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502074, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502336, 'birthyear_id': 234, 'year': 1991, 'year_id': 234}, {'person_id': 7502350, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}]",1.0,1.0,0.0,7
3VGZ74AYUTUDUJJVGBXYJE9JN15CG9,C,3Y5140Z9DBUC7JWN17O9CAGVTZMPIG,A2JV84ABG8U9L9,"SELECT p.""person_id"", p.""birthyear_id"", y.""year"", y.""year_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
WHERE p.""deathhyear_id"" IS NULL OR p.""person_id"" BETWEEN '7501743' AND '7502245' AND p.""birthyear_id"" < '218' OR y.""year_id"" <> '492';","Form the intersection that contains the corresponding entries of the tables person and year. Return the columns person_id, birthyear_id, year and year_id. Only return the data for which deathhyear_id undefined, person_id is is between 7501743 and 7502245, birthyear_id is smaller than '218', year_id doesn't equal '492' is true.   ","Find the person-ids, the birthyear-ids, the years, and the year-ids for all persons with the deathyear-id undefined, the person-id is between 7501743 and 7502245, the birthyear-id is smaller than '218', and the year-id is not '492'.","[{'person_id': 7501279, 'birthyear_id': 415, 'year': 1911, 'year_id': 415}, {'person_id': 7501366, 'birthyear_id': 406, 'year': 1941, 'year_id': 406}, {'person_id': 7501429, 'birthyear_id': 218, 'year': 1983, 'year_id': 218}, {'person_id': 7501666, 'birthyear_id': 396, 'year': 1913, 'year_id': 396}, {'person_id': 7501996, 'birthyear_id': 38, 'year': 1990, 'year_id': 38}, {'person_id': 7502027, 'birthyear_id': 563, 'year': 1934, 'year_id': 563}, {'person_id': 7502062, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502074, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}, {'person_id': 7502336, 'birthyear_id': 234, 'year': 1991, 'year_id': 234}, {'person_id': 7502350, 'birthyear_id': 337, 'year': 1992, 'year_id': 337}]",-2.0,-1.0,0.0,1
3XEDXEGFYG2Y2DKYUMPTM5ZBLTPK0R,A,31LM9EDVOZ68Z94G3AWHKMQ06ZANJU,A1CAAVAL6ACTFD,"SELECT y.""year"", t.""is_adult"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE lo.""region_id"" IS NULL
ORDER BY t.""runtime_minutes"" DESC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns year, is_adult and language_id. Only return the data for which region_id undefined is true.   Sort the result descending by runtime_minutes.","Find the years, whether the title is rated adult or not, and the language IDs for all persons and the titles they were involved with, and the region ID undefined. Sort the result by the runtime in descending order.","[{'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}]",0.0,1.0,0.0,1
3XEDXEGFYG2Y2DKYUMPTM5ZBLTPK0R,B,3SKEMFQBZHJI7MNUFT7A340IWTBK82,A32Q6TNSAG4U3I,"SELECT y.""year"", t.""is_adult"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE lo.""region_id"" IS NULL
ORDER BY t.""runtime_minutes"" DESC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns year, is_adult and language_id. Only return the data for which region_id undefined is true.   Sort the result descending by runtime_minutes.","Find the years, whether the title is rated adult or not, and the language IDs for all persons and the titles they were involved with, and the region ID undefined. Sort the result by the runtime in descending order.","[{'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}]",0.0,1.0,1.0,1
3XEDXEGFYG2Y2DKYUMPTM5ZBLTPK0R,C,3ZQIG0FLQSU7DYDOC01NJTELUYLWVF,A3L7EBW90B74F1,"SELECT y.""year"", t.""is_adult"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE lo.""region_id"" IS NULL
ORDER BY t.""runtime_minutes"" DESC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns year, is_adult and language_id. Only return the data for which region_id undefined is true.   Sort the result descending by runtime_minutes.","Find the years, whether the title is rated adult or not, and the language IDs for all persons and the titles they were involved with, and the region ID undefined. Sort the result by the runtime in descending order.","[{'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 2018, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}, {'year': 1964, 'is_adult': False, 'language_id': None}]",1.0,1.0,0.0,1
3S8APUMBKAXO6EVURRVLQ93P415FB6,A,30H4UDGLTGWY32MEMMM143NCA86PMW,A34XFC1T5HFVH6,"SELECT t.""title_id"", t.""vote_amount"", pt.""person_id"", pt.""title_id"", y.""year""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""runtime_minutes"" IS NOT NULL OR t.""format_id"" = '0' AND pp.""person_id"" >= '75' AND p.""person_id"" <= '8393284';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns title_id, vote_amount, person_id, title_id and year. Only return the data for which runtime_minutes undefined, format_id equals '0', person_id is greater or equal than '75', person_id is smaller or equal than '8393284' is true.   ","Find the title-ids, the number of votes, the person-ids, the title-ids, and the years for all titles and the persons that were involved with them with the runtime undefined, the format-id is '0', the person-id is greater than or equal to '75', and the person-id is less than or equal to '8393284'.","[{'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2007}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2004}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1986}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1993}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2000}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2008}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1980}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1966}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1999}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1998}]",1.0,1.0,0.0,7
3S8APUMBKAXO6EVURRVLQ93P415FB6,B,3VFJCI1K4DDJN567OBSVWT3UF4IRGI,A3P6WELYHCEI9W,"SELECT t.""title_id"", t.""vote_amount"", pt.""person_id"", pt.""title_id"", y.""year""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""runtime_minutes"" IS NOT NULL OR t.""format_id"" = '0' AND pp.""person_id"" >= '75' AND p.""person_id"" <= '8393284';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns title_id, vote_amount, person_id, title_id and year. Only return the data for which runtime_minutes undefined, format_id equals '0', person_id is greater or equal than '75', person_id is smaller or equal than '8393284' is true.   ","Find the title-ids, the number of votes, the person-ids, the title-ids, and the years for all titles and the persons that were involved with them with the runtime undefined, the format-id is '0', the person-id is greater than or equal to '75', and the person-id is less than or equal to '8393284'.","[{'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2007}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2004}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1986}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1993}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2000}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2008}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1980}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1966}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1999}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1998}]",2.0,1.0,1.0,8
3S8APUMBKAXO6EVURRVLQ93P415FB6,C,3MRNMEIQWJK58N13H1UR4WRYWKDDL4,A6OFKIDN0B2ML,"SELECT t.""title_id"", t.""vote_amount"", pt.""person_id"", pt.""title_id"", y.""year""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""person_title"" as pt
ON t.""title_id"" = pt.""title_id""
INNER JOIN imdb2.""profession"" as pr
ON pt.""profession_id"" = pr.""profession_id""
INNER JOIN imdb2.""person_profession"" as pp
ON pr.""profession_id"" = pp.""profession_id""
INNER JOIN imdb2.""person"" as p
ON pp.""person_id"" = p.""person_id""
INNER JOIN imdb2.""year"" as y
ON p.""deathhyear_id"" = y.""year_id""
WHERE t.""runtime_minutes"" IS NOT NULL OR t.""format_id"" = '0' AND pp.""person_id"" >= '75' AND p.""person_id"" <= '8393284';","Form the intersection that contains the corresponding entries of the tables title and person_title and the intersection that contains the corresponding entries of the tables person_title and profession and the intersection that contains the corresponding entries of the tables profession and person_profession and the intersection that contains the corresponding entries of the tables person_profession and person and the intersection that contains the corresponding entries of the tables person and year. Return the columns title_id, vote_amount, person_id, title_id and year. Only return the data for which runtime_minutes undefined, format_id equals '0', person_id is greater or equal than '75', person_id is smaller or equal than '8393284' is true.   ","Find the title-ids, the number of votes, the person-ids, the title-ids, and the years for all titles and the persons that were involved with them with the runtime undefined, the format-id is '0', the person-id is greater than or equal to '75', and the person-id is less than or equal to '8393284'.","[{'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2007}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2004}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1986}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1993}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2000}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 2008}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1980}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1966}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1999}, {'title_id': 10161, 'vote_amount': None, 'person_id': 949648, 'year': 1998}]",0.0,0.0,0.0,5
34R3P23QI5F08DKBH8FHG8SNUH0WH1,A,3DUZQ9U6S02E6HWFSVRMM4B0OLPSVW,A2WQOPD3IYLITQ,"SELECT t.""runtime_minutes"", t.""format_id"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE p.""person_id"" BETWEEN '8392070' AND '8393082'
ORDER BY lo.""title_id"" ASC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns runtime_minutes, format_id and language_id. Only return the data for which person_id is is between 8392070 and 8393082 is true.   Sort the result ascending by title_id.","Find the runtime, the format-ids, and the language-ids for all persons and the titles they were involved with if the person-id is between 8392070 and 8393082. Sort the result by the title-id in ascending order.","[{'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 50, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}]",-1.0,0.0,0.0,1
34R3P23QI5F08DKBH8FHG8SNUH0WH1,B,3CFJTT4SX74N1DSN5LUSCOPAT5GI72,A32DRYN7M7HIZT,"SELECT t.""runtime_minutes"", t.""format_id"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE p.""person_id"" BETWEEN '8392070' AND '8393082'
ORDER BY lo.""title_id"" ASC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns runtime_minutes, format_id and language_id. Only return the data for which person_id is is between 8392070 and 8393082 is true.   Sort the result ascending by title_id.","Find the runtime, the format-ids, and the language-ids for all persons and the titles they were involved with if the person-id is between 8392070 and 8393082. Sort the result by the title-id in ascending order.","[{'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 50, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}]",1.0,2.0,1.0,1
34R3P23QI5F08DKBH8FHG8SNUH0WH1,C,39ZSFO5CAMALUZOP0B83YHIUEV3JUI,AXCDKBG1R43GE,"SELECT t.""runtime_minutes"", t.""format_id"", lo.""language_id""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
INNER JOIN imdb2.""localization"" as lo
ON t.""title_id"" = lo.""title_id""
WHERE p.""person_id"" BETWEEN '8392070' AND '8393082'
ORDER BY lo.""title_id"" ASC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title and the intersection that contains the corresponding entries of the tables title and localization. Return the columns runtime_minutes, format_id and language_id. Only return the data for which person_id is is between 8392070 and 8393082 is true.   Sort the result ascending by title_id.","Find the runtime, the format-ids, and the language-ids for all persons and the titles they were involved with if the person-id is between 8392070 and 8393082. Sort the result by the title-id in ascending order.","[{'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': 14, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 7, 'language_id': None}, {'runtime_minutes': 50, 'format_id': 7, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}, {'runtime_minutes': None, 'format_id': 3, 'language_id': None}]",0.0,1.0,0.0,5
3XBYQ44Z72IQDMB6H2W6URVB5BVTW8,A,3EG49X3518Q1N83DLXP19KCTM8EX6Y,A2URVRTNG8X24N,"SELECT t.""average_rating"", t.""runtime_minutes""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""year"" as y
ON t.""release_date_id"" = y.""year_id""
WHERE t.""title_id"" <= '15760080' AND t.""format_id"" = '3' OR t.""is_adult"" = 'false';","Form the intersection that contains the corresponding entries of the tables title and year. Return the columns average_rating and runtime_minutes. Only return the data for which title_id is smaller or equal than '15760080', format_id equals '3', is_adult equals 'false' is true.   ","Find the average ratings and the runtime for all titles where the title-id is smaller than or equal to '15760080', the format-id is '3', and the rated adult is 'false'.","[{'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': 4}, {'average_rating': None, 'runtime_minutes': 14}]",2.0,1.0,1.0,3
3XBYQ44Z72IQDMB6H2W6URVB5BVTW8,B,3XC1O3LBO60CPCX03RU6909KZ61TL3,A3TCTF41IOPHRA,"SELECT t.""average_rating"", t.""runtime_minutes""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""year"" as y
ON t.""release_date_id"" = y.""year_id""
WHERE t.""title_id"" <= '15760080' AND t.""format_id"" = '3' OR t.""is_adult"" = 'false';","Form the intersection that contains the corresponding entries of the tables title and year. Return the columns average_rating and runtime_minutes. Only return the data for which title_id is smaller or equal than '15760080', format_id equals '3', is_adult equals 'false' is true.   ","Find the average ratings and the runtime for all titles where the title-id is smaller than or equal to '15760080', the format-id is '3', and the rated adult is 'false'.","[{'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': 4}, {'average_rating': None, 'runtime_minutes': 14}]",2.0,1.0,0.0,9
3XBYQ44Z72IQDMB6H2W6URVB5BVTW8,C,3N4BPTXIOM6G5JU7IW8FZWI7TK3KUI,AZ52FAVCO4CYO,"SELECT t.""average_rating"", t.""runtime_minutes""
FROM imdb2.""title"" as t
INNER JOIN imdb2.""year"" as y
ON t.""release_date_id"" = y.""year_id""
WHERE t.""title_id"" <= '15760080' AND t.""format_id"" = '3' OR t.""is_adult"" = 'false';","Form the intersection that contains the corresponding entries of the tables title and year. Return the columns average_rating and runtime_minutes. Only return the data for which title_id is smaller or equal than '15760080', format_id equals '3', is_adult equals 'false' is true.   ","Find the average ratings and the runtime for all titles where the title-id is smaller than or equal to '15760080', the format-id is '3', and the rated adult is 'false'.","[{'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': None}, {'average_rating': None, 'runtime_minutes': 4}, {'average_rating': None, 'runtime_minutes': 14}]",0.0,1.0,1.0,8
3BJKPTD2RPQL5QUKI8M07SNUDWGRT3,A,3HVVDCPGTS6WPB4ZM6JW38BG8L5YT0,A1VDVUDES5BTL9,"SELECT p.""person_id"", t.""is_adult"", t.""vote_amount"", t.""runtime_minutes""
FROM imdb2.""person"" as p
INNER JOIN imdb2.""year"" as y
ON p.""birthyear_id"" = y.""year_id""
INNER JOIN imdb2.""title"" as t
ON y.""year_id"" = t.""release_date_id""
WHERE p.""person_id"" < '8393341' AND p.""deathhyear_id"" >= '407' AND t.""format_id"" = '9'
ORDER BY t.""title_id"" ASC;","Form the intersection that contains the corresponding entries of the tables person and year and the intersection that contains the corresponding entries of the tables year and title. Return the columns person_id, is_adult, vote_amount and runtime_minutes. Only return the data for which person_id is smaller than '8393341', deathhyear_id is greater or equal than '407', format_id equals '9' is true.   Sort the result ascending by title_id.","Find the person-ids, whether the titles are rated adult or not, the number of votes, and the runtime for all persons and the titles they were involved with if the person-id is smaller than '8393341', the deathyear-id is greater than or equal to '407', and the format-id is '9'. Sort the result by the title-id in ascending order.","[{'person_id': 81, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 753, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 860, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 1657, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 1782, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 1924, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 2769, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 4146, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 4600, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}, {'person_id': 4372, 'is_adult': False, 'vote_amount': None, 'runtime_minutes': 101}]",1.0,0.0,,7
